O*NET-SOC Code,Element ID,Element Name,Data Value,Standard Error,Lower CI Bound,Upper CI Bound,Not Relevant,Date
11-3021,2.B.3.m,Quality Control Analysis,2.75,0.16,2.43,3.07,n/a,07/2016
11-3021,2.B.4.e,Judgment and Decision Making,3.88,0.13,3.63,4.12,n/a,07/2016
11-3021,2.B.4.g,Systems Analysis,3.62,0.18,3.27,3.98,n/a,07/2016
11-3021,2.B.4.h,Systems Evaluation,3.62,0.18,3.27,3.98,n/a,07/2016
11-3021,2.B.5.a,Time Management,3.38,0.18,3.02,3.73,n/a,07/2016
11-3021,2.B.5.b,Management of Financial Resources,3.0,0.00,3.00,3.00,n/a,07/2016
11-3021,2.B.5.c,Management of Material Resources,2.75,0.16,2.43,3.07,n/a,07/2016
11-3021,2.B.5.d,Management of Personnel Resources,3.62,0.18,3.27,3.98,n/a,07/2016
11-3031,2.A.1.a,Reading Comprehension,4.0,0.00,4.00,4.00,n/a,07/2012
11-3031,2.A.1.b,Active Listening,3.88,0.13,3.63,4.12,n/a,07/2012
11-3031,2.A.1.c,Writing,3.62,0.18,3.27,3.98,n/a,07/2012
11-3031,2.A.1.d,Speaking,4.0,0.00,4.00,4.00,n/a,07/2012
11-3031,2.A.1.e,Mathematics,3.88,0.13,3.63,4.12,n/a,07/2012
11-3031,2.A.1.f,Science,1.5,0.19,1.13,1.87,n/a,07/2012
11-3031,2.A.2.a,Critical Thinking,4.12,0.13,3.88,4.37,n/a,07/2012
11-3031,2.A.2.b,Active Learning,3.75,0.16,3.43,4.07,n/a,07/2012
11-3031,2.A.2.c,Learning Strategies,3.0,0.00,3.00,3.00,n/a,07/2012
11-3031,2.A.2.d,Monitoring,3.62,0.18,3.27,3.98,n/a,07/2012
11-3031,2.B.1.a,Social Perceptiveness,3.25,0.25,2.76,3.74,n/a,07/2012
11-3031,2.B.1.b,Coordination,3.75,0.16,3.43,4.07,n/a,07/2012
11-3031,2.B.1.c,Persuasion,3.0,0.00,3.00,3.00,n/a,07/2012
11-3031,2.B.1.d,Negotiation,3.0,0.00,3.00,3.00,n/a,07/2012
11-3031,2.B.1.e,Instructing,2.88,0.13,2.63,3.12,n/a,07/2012
11-3031,2.B.1.f,Service Orientation,2.88,0.13,2.63,3.12,n/a,07/2012
11-3031,2.B.2.i,Complex Problem Solving,4.0,0.19,3.63,4.37,n/a,07/2012
11-3031,2.B.3.a,Operations Analysis,2.75,0.16,2.43,3.07,n/a,07/2012
11-3031,2.B.3.b,Technology Design,1.5,0.19,1.13,1.87,n/a,07/2012
11-3031,2.B.3.c,Equipment Selection,1.0,0.00,1.00,1.00,n/a,07/2012
11-3031,2.B.3.d,Installation,1.0,0.00,1.00,1.00,n/a,07/2012
11-3031,2.B.3.e,Programming,1.88,0.23,1.43,2.32,n/a,07/2012
11-3031,2.B.3.g,Operation Monitoring,1.62,0.18,1.27,1.98,n/a,07/2012
11-3031,2.B.3.h,Operation and Control,1.0,0.00,1.00,1.00,n/a,07/2012
11-3031,2.B.3.j,Equipment Maintenance,1.0,0.00,1.00,1.00,n/a,07/2012
11-3031,2.B.3.k,Troubleshooting,1.0,0.00,1.00,1.00,n/a,07/2012
11-3031,2.B.3.l,Repairing,1.0,0.00,1.00,1.00,n/a,07/2012
11-3031,2.B.3.m,Quality Control Analysis,1.88,0.23,1.43,2.32,n/a,07/2012
11-3031,2.B.4.e,Judgment and Decision Making,4.12,0.13,3.88,4.37,n/a,07/2012
11-3031,2.B.4.g,Systems Analysis,3.38,0.18,3.02,3.73,n/a,07/2012
11-3031,2.B.4.h,Systems Evaluation,3.38,0.18,3.02,3.73,n/a,07/2012
11-3031,2.B.5.a,Time Management,3.5,0.19,3.13,3.87,n/a,07/2012
11-3031,2.B.5.b,Management of Financial Resources,4.0,0.00,4.00,4.00,n/a,07/2012
11-3031,2.B.5.c,Management of Material Resources,2.62,0.26,2.11,3.14,n/a,07/2012
11-3031,2.B.5.d,Management of Personnel Resources,3.0,0.00,3.00,3.00,n/a,07/2012
11-3031,2.A.1.a,Reading Comprehension,4.0,0.00,4.00,4.00,n/a,07/2014
11-3031,2.A.1.b,Active Listening,4.0,0.00,4.00,4.00,n/a,07/2014
11-3031,2.A.1.c,Writing,3.88,0.13,3.63,4.12,n/a,07/2014
11-3031,2.A.1.d,Speaking,4.0,0.00,4.00,4.00,n/a,07/2014
11-3031,2.A.1.e,Mathematics,3.25,0.16,2.93,3.57,n/a,07/2014
11-3031,2.A.1.f,Science,1.38,0.18,1.02,1.73,n/a,07/2014
11-3031,2.A.2.a,Critical Thinking,4.0,0.00,4.00,4.00,n/a,07/2014
11-3031,2.A.2.b,Active Learning,3.75,0.16,3.43,4.07,n/a,07/2014
11-3031,2.A.2.c,Learning Strategies,3.5,0.19,3.13,3.87,n/a,07/2014
11-3031,2.A.2.d,Monitoring,4.0,0.00,4.00,4.00,n/a,07/2014
11-3031,2.B.1.a,Social Perceptiveness,3.75,0.16,3.43,4.07,n/a,07/2014
11-3031,2.B.1.b,Coordination,3.75,0.16,3.43,4.07,n/a,07/2014
11-3031,2.B.1.c,Persuasion,3.62,0.18,3.27,3.98,n/a,07/2014
11-3031,2.B.1.d,Negotiation,3.12,0.13,2.88,3.37,n/a,07/2014
11-3031,2.B.1.e,Instructing,3.12,0.13,2.88,3.37,n/a,07/2014
11-3031,2.B.1.f,Service Orientation,3.62,0.18,3.27,3.98,n/a,07/2014
11-3031,2.B.2.i,Complex Problem Solving,3.75,0.16,3.43,4.07,n/a,07/2014
11-3031,2.B.3.a,Operations Analysis,2.5,0.27,1.98,3.02,n/a,07/2014
11-3031,2.B.3.b,Technology Design,1.5,0.19,1.13,1.87,n/a,07/2014
11-3031,2.B.3.c,Equipment Selection,1.0,0.00,1.00,1.00,n/a,07/2014
11-3031,2.B.3.d,Installation,1.0,0.00,1.00,1.00,n/a,07/2014
11-3031,2.B.3.e,Programming,1.38,0.18,1.02,1.73,n/a,07/2014
11-3031,2.B.3.g,Operation Monitoring,1.62,0.18,1.27,1.98,n/a,07/2014
11-3031,2.B.3.h,Operation and Control,1.25,0.16,1.00,1.57,n/a,07/2014
11-3031,2.B.3.j,Equipment Maintenance,1.0,0.00,1.00,1.00,n/a,07/2014
11-3031,2.B.3.k,Troubleshooting,1.0,0.00,1.00,1.00,n/a,07/2014
11-3031,2.B.3.l,Repairing,1.12,0.13,1.00,1.37,n/a,07/2014
11-3031,2.B.3.m,Quality Control Analysis,1.38,0.18,1.02,1.73,n/a,07/2014
11-3031,2.B.4.e,Judgment and Decision Making,3.88,0.13,3.63,4.12,n/a,07/2014
11-3031,2.B.4.g,Systems Analysis,3.12,0.13,2.88,3.37,n/a,07/2014
11-3031,2.B.4.h,Systems Evaluation,3.0,0.00,3.00,3.00,n/a,07/2014
11-3031,2.B.5.a,Time Management,3.62,0.18,3.27,3.98,n/a,07/2014
11-3031,2.B.5.b,Management of Financial Resources,3.0,0.00,3.00,3.00,n/a,07/2014
11-3031,2.B.5.c,Management of Material Resources,2.0,0.19,1.63,2.37,n/a,07/2014
11-3031,2.B.5.d,Management of Personnel Resources,3.75,0.16,3.43,4.07,n/a,07/2014
11-3051,2.A.1.a,Reading Comprehension,3.75,0.16,3.43,4.07,n/a,07/2013
11-3051,2.A.1.b,Active Listening,3.75,0.16,3.43,4.07,n/a,07/2013
11-3051,2.A.1.c,Writing,3.12,0.13,2.88,3.37,n/a,07/2013
11-3051,2.A.1.d,Speaking,4.0,0.00,4.00,4.00,n/a,07/2013
11-3051,2.A.1.e,Mathematics,3.12,0.13,2.88,3.37,n/a,07/2013
11-3051,2.A.1.f,Science,1.88,0.13,1.63,2.12,n/a,07/2013
11-3051,2.A.2.a,Critical Thinking,4.0,0.00,4.00,4.00,n/a,07/2013
11-3051,2.A.2.b,Active Learning,3.5,0.19,3.13,3.87,n/a,07/2013
11-3051,2.A.2.c,Learning Strategies,3.5,0.19,3.13,3.87,n/a,07/2013
11-3051,2.A.2.d,Monitoring,4.0,0.00,4.00,4.00,n/a,07/2013
11-3051,2.B.1.a,Social Perceptiveness,3.25,0.16,2.93,3.57,n/a,07/2013
11-3051,2.B.1.b,Coordination,3.88,0.13,3.63,4.12,n/a,07/2013
11-3051,2.B.1.c,Persuasion,3.25,0.16,2.93,3.57,n/a,07/2013
11-3051,2.B.1.d,Negotiation,3.12,0.13,2.88,3.37,n/a,07/2013
11-3051,2.B.1.e,Instructing,3.25,0.16,2.93,3.57,n/a,07/2013
11-3051,2.B.1.f,Service Orientation,2.88,0.13,2.63,3.12,n/a,07/2013
11-3051,2.B.2.i,Complex Problem Solving,3.5,0.19,3.13,3.87,n/a,07/2013
11-3051,2.B.3.a,Operations Analysis,2.75,0.16,2.43,3.07,n/a,07/2013
11-3051,2.B.3.b,Technology Design,1.88,0.13,1.63,2.12,n/a,07/2013
11-3051,2.B.3.c,Equipment Selection,2.0,0.00,2.00,2.00,n/a,07/2013
11-3051,2.B.3.d,Installation,1.0,0.00,1.00,1.00,n/a,07/2013
11-3051,2.B.3.e,Programming,1.75,0.16,1.43,2.07,n/a,07/2013
11-3051,2.B.3.g,Operation Monitoring,2.88,0.13,2.63,3.12,n/a,07/2013
11-3051,2.B.3.h,Operation and Control,2.38,0.18,2.02,2.73,n/a,07/2013
11-3051,2.B.3.j,Equipment Maintenance,1.88,0.13,1.63,2.12,n/a,07/2013
11-3051,2.B.3.k,Troubleshooting,2.25,0.16,1.93,2.57,n/a,07/2013
11-3051,2.B.3.l,Repairing,1.88,0.13,1.63,2.12,n/a,07/2013
11-3051,2.B.3.m,Quality Control Analysis,3.25,0.16,2.93,3.57,n/a,07/2013
11-3051,2.B.4.e,Judgment and Decision Making,3.75,0.16,3.43,4.07,n/a,07/2013
11-3051,2.B.4.g,Systems Analysis,3.5,0.19,3.13,3.87,n/a,07/2013
11-3051,2.B.4.h,Systems Evaluation,3.12,0.13,2.88,3.37,n/a,07/2013
11-3051,2.B.5.a,Time Management,3.88,0.13,3.63,4.12,n/a,07/2013
11-3051,2.B.5.b,Management of Financial Resources,3.25,0.16,2.93,3.57,n/a,07/2013
11-3051,2.B.5.c,Management of Material Resources,3.38,0.18,3.02,3.73,n/a,07/2013
11-3051,2.B.5.d,Management of Personnel Resources,3.62,0.18,3.27,3.98,n/a,07/2013
11-3051,2.A.1.a,Reading Comprehension,4.12,0.13,3.88,4.37,n/a,07/2012
11-3051,2.A.1.b,Active Listening,3.88,0.13,3.63,4.12,n/a,07/2012
11-3051,2.A.1.c,Writing,3.75,0.16,3.43,4.07,n/a,07/2012
11-3051,2.A.1.d,Speaking,3.75,0.16,3.43,4.07,n/a,07/2012
11-3051,2.A.1.e,Mathematics,3.12,0.23,2.68,3.57,n/a,07/2012
11-3051,2.A.1.f,Science,2.38,0.42,1.55,3.20,n/a,07/2012
11-3051,2.A.2.a,Critical Thinking,3.75,0.25,3.26,4.24,n/a,07/2012
11-3051,2.A.2.b,Active Learning,3.5,0.19,3.13,3.87,n/a,07/2012
11-3051,2.A.2.c,Learning Strategies,3.38,0.18,3.02,3.73,n/a,07/2012
11-3051,2.A.2.d,Monitoring,3.88,0.23,3.43,4.32,n/a,07/2012
11-3051,2.B.1.a,Social Perceptiveness,3.5,0.19,3.13,3.87,n/a,07/2012
11-3051,2.B.1.b,Coordination,3.38,0.18,3.02,3.73,n/a,07/2012
11-3051,2.B.1.c,Persuasion,3.25,0.16,2.93,3.57,n/a,07/2012
11-3051,2.B.1.d,Negotiation,3.12,0.23,2.68,3.57,n/a,07/2012
11-3051,2.B.1.e,Instructing,3.38,0.18,3.02,3.73,n/a,07/2012
11-3051,2.B.1.f,Service Orientation,2.88,0.13,2.63,3.12,n/a,07/2012
11-3051,2.B.2.i,Complex Problem Solving,3.75,0.25,3.26,4.24,n/a,07/2012
11-3051,2.B.3.a,Operations Analysis,2.62,0.42,1.80,3.45,n/a,07/2012
11-3051,2.B.3.b,Technology Design,2.0,0.38,1.26,2.74,n/a,07/2012
11-3051,2.B.3.c,Equipment Selection,2.0,0.27,1.48,2.52,n/a,07/2012
11-3051,2.B.3.d,Installation,1.12,0.13,1.00,1.37,n/a,07/2012
11-3051,2.B.3.e,Programming,2.0,0.27,1.48,2.52,n/a,07/2012
11-3051,2.B.3.g,Operation Monitoring,3.12,0.23,2.68,3.57,n/a,07/2012
11-3051,2.B.3.h,Operation and Control,2.62,0.18,2.27,2.98,n/a,07/2012
11-3051,2.B.3.j,Equipment Maintenance,2.38,0.18,2.02,2.73,n/a,07/2012
11-3051,2.B.3.k,Troubleshooting,3.0,0.19,2.63,3.37,n/a,07/2012
11-3051,2.B.3.l,Repairing,2.25,0.25,1.76,2.74,n/a,07/2012
11-3051,2.B.3.m,Quality Control Analysis,4.0,0.33,3.36,4.64,n/a,07/2012
11-3051,2.B.4.e,Judgment and Decision Making,4.0,0.19,3.63,4.37,n/a,07/2012
11-3051,2.B.4.g,Systems Analysis,3.5,0.27,2.98,4.02,n/a,07/2012
11-3051,2.B.4.h,Systems Evaluation,3.62,0.38,2.89,4.36,n/a,07/2012
11-3051,2.B.5.a,Time Management,3.75,0.16,3.43,4.07,n/a,07/2012
11-3051,2.B.5.b,Management of Financial Resources,2.88,0.40,2.09,3.66,n/a,07/2012
11-3051,2.B.5.c,Management of Material Resources,2.62,0.32,1.99,3.26,n/a,07/2012
11-3051,2.B.5.d,Management of Personnel Resources,3.12,0.23,2.68,3.57,n/a,07/2012
11-3051,2.A.1.a,Reading Comprehension,3.88,0.13,3.63,4.12,n/a,07/2011
11-3051,2.A.1.b,Active Listening,3.62,0.26,3.11,4.14,n/a,07/2011
11-3051,2.A.1.c,Writing,3.62,0.18,3.27,3.98,n/a,07/2011
11-3051,2.A.1.d,Speaking,3.88,0.13,3.63,4.12,n/a,07/2011
11-3051,2.A.1.e,Mathematics,3.25,0.16,2.93,3.57,n/a,07/2011
11-3051,2.A.1.f,Science,2.38,0.26,1.86,2.89,n/a,07/2011
11-3051,2.A.2.a,Critical Thinking,4.0,0.00,4.00,4.00,n/a,07/2011
11-3051,2.A.2.b,Active Learning,3.5,0.19,3.13,3.87,n/a,07/2011
11-3051,2.A.2.c,Learning Strategies,3.25,0.16,2.93,3.57,n/a,07/2011
11-3051,2.A.2.d,Monitoring,3.88,0.12,3.63,4.12,n/a,07/2011
11-3051,2.B.1.a,Social Perceptiveness,3.5,0.19,3.13,3.87,n/a,07/2011
11-3051,2.B.1.b,Coordination,3.75,0.16,3.43,4.07,n/a,07/2011
11-3051,2.B.1.c,Persuasion,3.0,0.00,3.00,3.00,n/a,07/2011
11-3051,2.B.1.d,Negotiation,3.0,0.00,3.00,3.00,n/a,07/2011
11-3051,2.B.1.e,Instructing,3.25,0.16,2.93,3.57,n/a,07/2011
11-3051,2.B.1.f,Service Orientation,2.88,0.23,2.43,3.32,n/a,07/2011
11-3051,2.B.2.i,Complex Problem Solving,3.62,0.26,3.11,4.14,n/a,07/2011
11-3051,2.B.3.a,Operations Analysis,2.0,0.33,1.36,2.64,n/a,07/2011
11-3051,2.B.3.b,Technology Design,2.0,0.27,1.48,2.52,n/a,07/2011
11-3051,2.B.3.c,Equipment Selection,2.25,0.16,1.93,2.57,n/a,07/2011
11-3051,2.B.3.d,Installation,1.0,0.00,1.00,1.00,n/a,07/2011
11-3051,2.B.3.e,Programming,1.88,0.30,1.30,2.45,n/a,07/2011
11-3051,2.B.3.g,Operation Monitoring,3.25,0.25,2.76,3.74,n/a,07/2011
11-3051,2.B.3.h,Operation and Control,2.88,0.30,2.30,3.45,n/a,07/2011
11-3051,2.B.3.j,Equipment Maintenance,2.5,0.27,1.98,3.02,n/a,07/2011
11-3051,2.B.3.k,Troubleshooting,2.88,0.12,2.63,3.12,n/a,07/2011
11-3051,2.B.3.l,Repairing,2.75,0.25,2.26,3.24,n/a,07/2011
11-3051,2.B.3.m,Quality Control Analysis,3.12,0.23,2.68,3.57,n/a,07/2011
11-3051,2.B.4.e,Judgment and Decision Making,3.75,0.16,3.43,4.07,n/a,07/2011
11-3051,2.B.4.g,Systems Analysis,3.25,0.16,2.93,3.57,n/a,07/2011
11-3051,2.B.4.h,Systems Evaluation,3.25,0.16,2.93,3.57,n/a,07/2011
11-3051,2.B.5.a,Time Management,3.62,0.18,3.27,3.98,n/a,07/2011
11-3051,2.B.5.b,Management of Financial Resources,3.25,0.25,2.76,3.74,n/a,07/2011
11-3051,2.B.5.c,Management of Material Resources,3.12,0.23,2.68,3.57,n/a,07/2011
11-3051,2.B.5.d,Management of Personnel Resources,3.62,0.18,3.27,3.98,n/a,07/2011
11-3051,2.A.1.a,Reading Comprehension,3.88,0.23,3.43,4.32,n/a,07/2016
11-3051,2.A.1.b,Active Listening,3.75,0.25,3.26,4.24,n/a,07/2016
11-3051,2.A.1.c,Writing,3.5,0.19,3.13,3.87,n/a,07/2016
11-3051,2.A.1.d,Speaking,3.62,0.26,3.11,4.14,n/a,07/2016
11-3051,2.A.1.e,Mathematics,3.0,0.27,2.48,3.52,n/a,07/2016
11-3051,2.A.1.f,Science,3.0,0.33,2.36,3.64,n/a,07/2016
11-3051,2.A.2.a,Critical Thinking,3.88,0.13,3.63,4.12,n/a,07/2016
11-3051,2.A.2.b,Active Learning,3.25,0.16,2.93,3.57,n/a,07/2016
11-3051,2.A.2.c,Learning Strategies,3.38,0.18,3.02,3.73,n/a,07/2016
11-3051,2.A.2.d,Monitoring,3.75,0.25,3.26,4.24,n/a,07/2016
11-3051,2.B.1.a,Social Perceptiveness,3.38,0.18,3.02,3.73,n/a,07/2016
11-3051,2.B.1.b,Coordination,3.62,0.18,3.27,3.98,n/a,07/2016
11-3051,2.B.1.c,Persuasion,3.12,0.13,2.88,3.37,n/a,07/2016
11-3051,2.B.1.d,Negotiation,3.0,0.00,3.00,3.00,n/a,07/2016
11-3051,2.B.1.e,Instructing,3.25,0.16,2.93,3.57,n/a,07/2016
11-3051,2.B.1.f,Service Orientation,3.25,0.16,2.93,3.57,n/a,07/2016
11-3051,2.B.2.i,Complex Problem Solving,3.38,0.18,3.02,3.73,n/a,07/2016
11-3051,2.B.3.a,Operations Analysis,2.12,0.35,1.44,2.81,n/a,07/2016
11-3051,2.B.3.b,Technology Design,1.88,0.30,1.30,2.45,n/a,07/2016
11-3051,2.B.3.c,Equipment Selection,1.25,0.16,1.00,1.57,n/a,07/2016
11-3051,2.B.3.d,Installation,1.0,0.00,1.00,1.00,n/a,07/2016
11-3051,2.B.3.e,Programming,2.12,0.30,1.55,2.70,n/a,07/2016
11-3051,2.B.3.g,Operation Monitoring,3.0,0.19,2.63,3.37,n/a,07/2016
11-3051,2.B.3.h,Operation and Control,3.12,0.30,2.55,3.70,n/a,07/2016
11-3051,2.B.3.j,Equipment Maintenance,1.5,0.38,1.00,2.24,n/a,07/2016
11-3051,2.B.3.k,Troubleshooting,2.25,0.31,1.64,2.86,n/a,07/2016
11-3051,2.B.3.l,Repairing,1.12,0.13,1.00,1.37,n/a,07/2016
11-3051,2.B.3.m,Quality Control Analysis,2.62,0.26,2.11,3.14,n/a,07/2016
11-3051,2.B.4.e,Judgment and Decision Making,3.5,0.19,3.13,3.87,n/a,07/2016
11-3051,2.B.4.g,Systems Analysis,3.25,0.25,2.76,3.74,n/a,07/2016
11-3051,2.B.4.h,Systems Evaluation,3.0,0.27,2.48,3.52,n/a,07/2016
11-3051,2.B.5.a,Time Management,3.5,0.19,3.13,3.87,n/a,07/2016
11-3051,2.B.5.b,Management of Financial Resources,3.0,0.27,2.48,3.52,n/a,07/2016
11-3051,2.B.5.c,Management of Material Resources,2.75,0.25,2.26,3.24,n/a,07/2016
11-3051,2.B.5.d,Management of Personnel Resources,3.88,0.23,3.43,4.32,n/a,07/2016
11-3051,2.A.1.a,Reading Comprehension,3.75,0.16,3.43,4.07,n/a,07/2012
11-3051,2.A.1.b,Active Listening,3.62,0.18,3.27,3.98,n/a,07/2012
11-3051,2.A.1.c,Writing,3.38,0.18,3.02,3.73,n/a,07/2012
11-3051,2.A.1.d,Speaking,3.88,0.13,3.63,4.12,n/a,07/2012
11-3051,2.A.1.e,Mathematics,2.88,0.13,2.63,3.12,n/a,07/2012
11-3051,2.A.1.f,Science,2.5,0.27,1.98,3.02,n/a,07/2012
11-3051,2.A.2.a,Critical Thinking,4.0,0.00,4.00,4.00,n/a,07/2012
11-3051,2.A.2.b,Active Learning,3.0,0.00,3.00,3.00,n/a,07/2012
11-3051,2.A.2.c,Learning Strategies,2.75,0.16,2.43,3.07,n/a,07/2012
11-3051,2.A.2.d,Monitoring,3.75,0.16,3.43,4.07,n/a,07/2012
11-3051,2.B.1.a,Social Perceptiveness,3.12,0.23,2.68,3.57,n/a,07/2012
11-3051,2.B.1.b,Coordination,3.75,0.16,3.43,4.07,n/a,07/2012
11-3051,2.B.1.c,Persuasion,3.25,0.16,2.93,3.57,n/a,07/2012
11-3051,2.B.1.d,Negotiation,3.0,0.00,3.00,3.00,n/a,07/2012
11-3051,2.B.1.e,Instructing,3.0,0.00,3.00,3.00,n/a,07/2012
11-3051,2.B.1.f,Service Orientation,2.62,0.18,2.27,2.98,n/a,07/2012
11-3051,2.B.2.i,Complex Problem Solving,3.62,0.18,3.27,3.98,n/a,07/2012
11-3051,2.B.3.a,Operations Analysis,2.25,0.41,1.44,3.06,n/a,07/2012
11-3051,2.B.3.b,Technology Design,1.75,0.16,1.43,2.07,n/a,07/2012
11-3051,2.B.3.c,Equipment Selection,2.0,0.19,1.63,2.37,n/a,07/2012
11-3051,2.B.3.d,Installation,1.12,0.13,1.00,1.37,n/a,07/2012
11-3051,2.B.3.e,Programming,2.12,0.35,1.44,2.81,n/a,07/2012
11-3051,2.B.3.g,Operation Monitoring,3.5,0.19,3.13,3.87,n/a,07/2012
11-3051,2.B.3.h,Operation and Control,2.5,0.19,2.13,2.87,n/a,07/2012
11-3051,2.B.3.j,Equipment Maintenance,2.38,0.26,1.86,2.89,n/a,07/2012
11-3051,2.B.3.k,Troubleshooting,2.75,0.16,2.43,3.07,n/a,07/2012
11-3051,2.B.3.l,Repairing,2.25,0.16,1.93,2.57,n/a,07/2012
11-3051,2.B.3.m,Quality Control Analysis,3.25,0.25,2.76,3.74,n/a,07/2012
11-3051,2.B.4.e,Judgment and Decision Making,3.75,0.16,3.43,4.07,n/a,07/2012
11-3051,2.B.4.g,Systems Analysis,3.38,0.18,3.02,3.73,n/a,07/2012
11-3051,2.B.4.h,Systems Evaluation,3.25,0.16,2.93,3.57,n/a,07/2012
11-3051,2.B.5.a,Time Management,3.75,0.16,3.43,4.07,n/a,07/2012
11-3051,2.B.5.b,Management of Financial Resources,3.38,0.26,2.86,3.89,n/a,07/2012
11-3051,2.B.5.c,Management of Material Resources,3.12,0.23,2.68,3.57,n/a,07/2012
11-3051,2.B.5.d,Management of Personnel Resources,3.75,0.16,3.43,4.07,n/a,07/2012
11-3051,2.A.1.a,Reading Comprehension,3.88,0.23,3.43,4.32,n/a,07/2016
11-3051,2.A.1.b,Active Listening,4.12,0.13,3.88,4.37,n/a,07/2016
11-3051,2.A.1.c,Writing,3.5,0.19,3.13,3.87,n/a,07/2016
11-3051,2.A.1.d,Speaking,4.12,0.13,3.88,4.37,n/a,07/2016
11-3051,2.A.1.e,Mathematics,3.25,0.25,2.76,3.74,n/a,07/2016
11-3051,2.A.1.f,Science,3.25,0.31,2.64,3.86,n/a,07/2016
11-3051,2.A.2.a,Critical Thinking,3.75,0.16,3.43,4.07,n/a,07/2016
11-3051,2.A.2.b,Active Learning,3.62,0.18,3.27,3.98,n/a,07/2016
11-3051,2.A.2.c,Learning Strategies,3.62,0.18,3.27,3.98,n/a,07/2016
11-3051,2.A.2.d,Monitoring,3.88,0.23,3.43,4.32,n/a,07/2016
11-3051,2.B.1.a,Social Perceptiveness,3.25,0.16,2.93,3.57,n/a,07/2016
11-3051,2.B.1.b,Coordination,3.5,0.19,3.13,3.87,n/a,07/2016
11-3051,2.B.1.c,Persuasion,3.38,0.18,3.02,3.73,n/a,07/2016
11-3051,2.B.1.d,Negotiation,3.25,0.16,2.93,3.57,n/a,07/2016
11-3051,2.B.1.e,Instructing,3.38,0.18,3.02,3.73,n/a,07/2016
11-3051,2.B.1.f,Service Orientation,3.38,0.18,3.02,3.73,n/a,07/2016
11-3051,2.B.2.i,Complex Problem Solving,3.62,0.18,3.27,3.98,n/a,07/2016
11-3051,2.B.3.a,Operations Analysis,2.12,0.40,1.34,2.91,n/a,07/2016
11-3051,2.B.3.b,Technology Design,1.88,0.23,1.43,2.32,n/a,07/2016
11-3051,2.B.3.c,Equipment Selection,2.12,0.30,1.55,2.70,n/a,07/2016
11-3051,2.B.3.d,Installation,1.25,0.25,1.00,1.74,n/a,07/2016
11-3051,2.B.3.e,Programming,2.12,0.35,1.44,2.81,n/a,07/2016
11-3051,2.B.3.g,Operation Monitoring,3.38,0.26,2.86,3.89,n/a,07/2016
11-3051,2.B.3.h,Operation and Control,3.25,0.37,2.53,3.97,n/a,07/2016
11-3051,2.B.3.j,Equipment Maintenance,2.75,0.25,2.26,3.24,n/a,07/2016
11-3051,2.B.3.k,Troubleshooting,2.75,0.25,2.26,3.24,n/a,07/2016
11-3051,2.B.3.l,Repairing,2.38,0.26,1.86,2.89,n/a,07/2016
11-3051,2.B.3.m,Quality Control Analysis,3.25,0.31,2.64,3.86,n/a,07/2016
11-3051,2.B.4.e,Judgment and Decision Making,3.88,0.13,3.63,4.12,n/a,07/2016
11-3051,2.B.4.g,Systems Analysis,3.38,0.26,2.86,3.89,n/a,07/2016
11-3051,2.B.4.h,Systems Evaluation,3.38,0.26,2.86,3.89,n/a,07/2016
11-3051,2.B.5.a,Time Management,3.75,0.16,3.43,4.07,n/a,07/2016
11-3051,2.B.5.b,Management of Financial Resources,3.0,0.19,2.63,3.37,n/a,07/2016
11-3051,2.B.5.c,Management of Material Resources,3.0,0.19,2.63,3.37,n/a,07/2016
11-3051,2.B.5.d,Management of Personnel Resources,3.75,0.16,3.43,4.07,n/a,07/2016
11-3061,2.A.1.a,Reading Comprehension,3.62,0.18,3.27,3.98,n/a,06/2010
11-3061,2.A.1.b,Active Listening,3.88,0.13,3.63,4.12,n/a,06/2010
11-3061,2.A.1.c,Writing,3.62,0.18,3.27,3.98,n/a,06/2010
11-3061,2.A.1.d,Speaking,3.88,0.13,3.63,4.12,n/a,06/2010
11-3061,2.A.1.e,Mathematics,2.88,0.13,2.63,3.12,n/a,06/2010
11-3061,2.A.1.f,Science,1.38,0.18,1.02,1.73,n/a,06/2010
11-3061,2.A.2.a,Critical Thinking,3.88,0.13,3.63,4.12,n/a,06/2010
11-3061,2.A.2.b,Active Learning,3.38,0.18,3.02,3.73,n/a,06/2010
11-3061,2.A.2.c,Learning Strategies,3.38,0.18,3.02,3.73,n/a,06/2010
11-3061,2.A.2.d,Monitoring,3.62,0.18,3.27,3.98,n/a,06/2010
11-3061,2.B.1.a,Social Perceptiveness,3.75,0.16,3.43,4.07,n/a,06/2010
11-3061,2.B.1.b,Coordination,4.0,0.00,4.00,4.00,n/a,06/2010
11-3061,2.B.1.c,Persuasion,3.75,0.16,3.43,4.07,n/a,06/2010
11-3061,2.B.1.d,Negotiation,3.75,0.16,3.43,4.07,n/a,06/2010
11-3061,2.B.1.e,Instructing,3.38,0.18,3.02,3.73,n/a,06/2010
11-3061,2.B.1.f,Service Orientation,3.5,0.19,3.13,3.87,n/a,06/2010
11-3061,2.B.2.i,Complex Problem Solving,3.25,0.37,2.53,3.97,n/a,06/2010
11-3061,2.B.3.a,Operations Analysis,2.5,0.33,1.86,3.14,n/a,06/2010
11-3061,2.B.3.b,Technology Design,1.75,0.31,1.14,2.36,n/a,06/2010
11-3061,2.B.3.c,Equipment Selection,1.0,0.00,1.00,1.00,n/a,06/2010
